client_id,age,sexe,ville,segment,canal_acquisition,frequence_achat,satisfaction,nb_commandes,montant_total,montant_moyen,nb_produits_distincts,derniere_commande,premiere_commande,recence_jours,anciennete_jours,produit_favori,note_moyenne,nb_avis,Neutre,Négatif,Positif,nb_reclamations,gravite_totale,derniere_reclamation,nb_non_resolues,score_frequence,score_montant,score_recence,score_diversite,score_valeur,segment_ia,risque_churn,niveau_risque
CL187,31,M,Lomé,Nouveau,Facebook,,5.0,5.0,375000.0,75000.0,3.0,2026-06-24,2025-01-09,72.0,603.0,Produit C,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,4,4,3,4,4.0,Brand Lover,28.8,Faible
CL188,19,,Lomé,Dormant,WhatsApp,Trimestrielle,4.0,2.0,350000.0,175000.0,2.0,2026-04-25,2025-03-21,132.0,532.0,Produit C,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2,4,3,3,3.0,Acheteur Opportuniste,45.0,Moyen
CL189,47,F,Kara,Régulier,Boutique,Trimestrielle,4.0,3.0,40000.0,13333.333333333334,2.0,2025-07-14,2025-02-04,417.0,577.0,Produit B,2.5,2.0,0.0,1.0,1.0,1.0,3.0,2026-04-04,0.0,3,2,1,3,2.6666666666666665,Dormant,45.0,Moyen
CL190,27,,Agoè-Nyivé,Nouveau,Boutique,,4.0,3.0,270000.0,90000.0,1.0,2026-07-05,2025-02-25,61.0,556.0,Produit B,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2025-03-28,1.0,3,4,3,2,3.0,Régulier,34.4,Faible
CL191,42,F,Atakpamé,Premium,Référence,Mensuelle,4.0,1.0,100000.0,100000.0,1.0,2025-09-18,2025-09-18,351.0,351.0,Produit C,5.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2,2,1,2,2.0,Explorateur à risque,50.0,Moyen
CL192,22,,Kara,Premium,Site web,Occasionnelle,1.0,2.0,125000.0,62500.0,2.0,2026-06-30,2025-04-19,66.0,503.0,Service X,5.0,1.0,0.0,0.0,1.0,1.0,1.0,2026-07-20,1.0,2,3,3,3,2.6666666666666665,Acheteur Opportuniste,52.4,Moyen
CL193,55,M,Kara,Nouveau,WhatsApp,Trimestrielle,5.0,3.0,65000.0,21666.666666666668,2.0,2025-11-12,2025-01-13,296.0,599.0,Service X,5.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,3,2,1,3,2.6666666666666665,Dormant,45.0,Moyen
CL194,29,M,Atakpamé,Premium,Instagram,Trimestrielle,4.0,3.0,335000.0,111666.66666666667,3.0,2026-05-04,2026-03-02,123.0,186.0,Produit C,2.5,2.0,0.0,1.0,1.0,0.0,0.0,,0.0,3,4,3,4,3.6666666666666665,Régulier,45.0,Moyen
CL195,47,F,Tsévié,Régulier,Référence,,2.0,1.0,100000.0,100000.0,1.0,2026-07-07,2026-07-07,59.0,59.0,Pack Entreprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2,2,3,2,2.0,Acheteur Opportuniste,36.6,Moyen
CL196,35,F,Tsévié,Dormant,WhatsApp,,2.0,3.0,375000.0,125000.0,3.0,2025-05-19,2025-02-20,473.0,561.0,Produit B,3.5,2.0,0.0,1.0,1.0,4.0,9.0,2026-02-11,3.0,3,4,1,4,3.6666666666666665,Dormant,78.0,Élevé
CL197,47,M,Atakpamé,Régulier,Facebook,Trimestrielle,2.0,1.0,35000.0,35000.0,1.0,2025-02-22,2025-02-22,559.0,559.0,Pack Premium,3.75,4.0,0.0,1.0,3.0,2.0,3.0,2026-07-18,1.0,2,1,1,2,1.6666666666666667,Explorateur à risque,68.0,Élevé
CL198,42,M,Kara,Régulier,Instagram,Mensuelle,4.0,4.0,150000.0,37500.0,3.0,2026-02-11,2025-08-02,205.0,398.0,Produit B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,3,2,4,3.6666666666666665,Dormant,45.0,Moyen
CL199,19,M,Kara,Dormant,Instagram,Trimestrielle,4.0,2.0,350000.0,175000.0,2.0,2026-02-06,2025-12-02,210.0,276.0,Produit B,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,3,4,2,3,3.3333333333333335,Explorateur à risque,45.0,Moyen
CL200,29,F,Atakpamé,Nouveau,Référence,Occasionnelle,3.0,3.0,270000.0,90000.0,2.0,2025-07-26,2025-04-23,405.0,499.0,Produit A,3.0,1.0,1.0,0.0,0.0,2.0,4.0,2026-07-17,2.0,3,4,1,3,3.3333333333333335,Dormant,65.0,Élevé
